"Id","SalePrice"
1461,117696.147391888
1462,162578.619051547
1463,192472.551375335
1464,202083.104062863
1465,185540.414615256
1466,174075.344833377
1467,180513.35004417
1468,163914.328372597
1469,193987.510119931
1470,122811.739511473
1471,191025.13666133
1472,96377.7307691964
1473,98997.378812784
1474,146177.076353832
1475,113416.190137264
1476,365266.974971595
1477,260083.804341985
1478,284114.156845461
1479,289386.438209151
1480,403412.595721993
1481,331984.694887984
1482,212485.119689332
1483,185778.939637836
1484,168662.289542351
1485,180243.924956151
1486,199961.175922426
1487,312063.839969264
1488,240668.586838204
1489,200926.508379499
1490,236329.150959737
1491,196337.761664886
1492,86331.7131140461
1493,188395.389842027
1494,251123.429975022
1495,271843.830459421
1496,252853.515875386
1497,177433.423513987
1498,170494.850428799
1499,157817.904524571
1500,157389.199957559
1501,181609.694680009
1502,148693.364186261
1503,295649.606231857
1504,233556.78736902
1505,222477.916447793
1506,180526.482310189
1507,263497.359864138
1508,194991.407445617
1509,164987.249521314
1510,141937.883113834
1511,151720.808428275
1512,173104.968431575
1513,131759.617970259
1514,164726.15569909
1515,208218.228164929
1516,151990.92356789
1517,161786.659742155
1518,121506.346551695
1519,225349.280628051
1520,129511.880758112
1521,134930.423965254
1522,163981.228901167
1523,110382.452727584
1524,122198.204827851
1525,127689.97592402
1526,110895.088012816
1527,102820.212488085
1528,131406.750987967
1529,148262.669694857
1530,186160.340546046
1531,119067.935155755
1532,94489.6184514404
1533,147590.046233172
1534,122715.287091433
1535,154623.257846622
1536,110310.413913956
1537,64535.1907270137
1538,168511.095061915
1539,179855.362345674
1540,102010.92184579
1541,138035.335533947
1542,138937.536804601
1543,192645.28125428
1544,86179.6962048731
1545,114720.627138554
1546,125676.593093265
1547,136830.517907586
1548,132657.252588461
1549,115048.463910335
1550,129346.227430915
1551,101948.175859224
1552,139863.821042188
1553,140421.658339124
1554,121791.879809255
1555,157004.070085489
1556,94201.9744225039
1557,97626.1122132596
1558,95300.7566532666
1559,82587.929408597
1560,123728.337929404
1561,135888.258482478
1562,125795.775353981
1563,119152.963180682
1564,158236.737329627
1565,146433.021573933
1566,239536.6293857
1567,75721.6525025535
1568,219981.943777303
1569,129131.827110079
1570,129048.927192249
1571,116551.051404907
1572,136508.330802166
1573,241576.122506893
1574,113211.880222594
1575,230415.562579537
1576,234351.660963143
1577,187353.939259783
1578,135677.579506214
1579,153927.918268695
1580,190979.492894823
1581,156085.314247426
1582,121835.481334572
1583,294825.835603065
1584,211083.890740329
1585,142051.363584181
1586,79302.3318667269
1587,101779.459667931
1588,147264.121823451
1589,108078.511929488
1590,128692.292726897
1591,86265.4902173473
1592,104915.378921463
1593,117595.425006635
1594,151113.817198195
1595,96318.8046319096
1596,205831.921674604
1597,188813.547446903
1598,214579.177392765
1599,162122.374118399
1600,155647.715982358
1601,69841.2123081117
1602,103245.352815545
1603,97746.0016559934
1604,269252.612270768
1605,245743.252138775
1606,163142.509801967
1607,154373.733650363
1608,215990.971322987
1609,183627.259536045
1610,155935.890354212
1611,137041.446004792
1612,179670.973846797
1613,167911.72706691
1614,116085.415676472
1615,96671.6251997471
1616,80109.6401131446
1617,91127.9523020466
1618,123761.762290695
1619,151137.880161423
1620,162037.197415973
1621,146323.361409934
1622,138950.357771048
1623,248337.828264162
1624,214130.965685248
1625,118036.154094279
1626,160077.268471118
1627,194324.640181439
1628,290564.413839649
1629,182887.32098668
1630,376954.36308785
1631,214778.563229499
1632,248248.883586974
1633,166510.454554045
1634,190433.273225708
1635,178027.525249212
1636,159017.049518382
1637,208625.128191236
1638,180417.626418108
1639,180688.886541557
1640,262708.889433767
1641,178967.835871771
1642,237519.46595283
1643,214676.226201034
1644,226668.537450624
1645,192301.340034544
1646,155916.750614701
1647,152151.928912186
1648,126091.312333127
1649,142725.226015726
1650,119951.302371496
1651,123248.655043246
1652,95680.7179315324
1653,101273.611507261
1654,143689.292811376
1655,138645.009232398
1656,140303.305969807
1657,145686.047863045
1658,143283.589277506
1659,119507.889659678
1660,153189.723192442
1661,416995.694990934
1662,382595.270333349
1663,384528.043590255
1664,442869.821960008
1665,297504.45473973
1666,331958.95696722
1667,329700.127874858
1668,343942.283405544
1669,315864.551267881
1670,338275.548870518
1671,270120.781803521
1672,401994.756674965
1673,298513.962822536
1674,247995.30199905
1675,199655.420129522
1676,205181.404724383
1677,223559.877084053
1678,444739.070598448
1679,387096.951910673
1680,363899.564744001
1681,239954.536556445
1682,304099.373932128
1683,185372.990591378
1684,175902.606278809
1685,173358.075912457
1686,171939.170437752
1687,164757.133672849
1688,198066.191726792
1689,197469.043857735
1690,193815.20611117
1691,178139.028826515
1692,259300.709580471
1693,164416.91630202
1694,182368.624791878
1695,161536.931697648
1696,266609.257777605
1697,165856.005314578
1698,330703.321803311
1699,272510.078558288
1700,255688.876682731
1701,267225.57222339
1702,253420.068752497
1703,248165.451447789
1704,300566.546415801
1705,235244.570696605
1706,407480.304875616
1707,213618.565766687
1708,205402.874418392
1709,273597.499740455
1710,226923.492315459
1711,274336.967866054
1712,265164.774604947
1713,273794.429765812
1714,212334.704424839
1715,209034.838074698
1716,182690.483676721
1717,167783.324701327
1718,133535.809863555
1719,204463.247449036
1720,239964.412800107
1721,160573.380405007
1722,125817.784214749
1723,159458.780269786
1724,214855.251804167
1725,233146.014635504
1726,181614.257204991
1727,153247.157285967
1728,170389.361697822
1729,161459.848416211
1730,162746.203419392
1731,126479.939487166
1732,137854.851457712
1733,112319.632272767
1734,119291.42231595
1735,127726.153875483
1736,114633.827371446
1737,334610.700425647
1738,224494.133073836
1739,271000.197821477
1740,226596.954479843
1741,193542.762498286
1742,176270.185334144
1743,180949.567370382
1744,269610.997590645
1745,223133.527600153
1746,182597.443501089
1747,216535.288729351
1748,229999.63961238
1749,140253.987476739
1750,131914.838959197
1751,218536.924549242
1752,117829.051793266
1753,144852.657952641
1754,194154.63146667
1755,165226.062506677
1756,128965.734417815
1757,128298.881548583
1758,141498.464198152
1759,150309.237866679
1760,165663.361004157
1761,138819.240611481
1762,188602.590078341
1763,169627.790279853
1764,113075.270967818
1765,179711.610739069
1766,181392.624968242
1767,207134.386573956
1768,143707.857312725
1769,175351.840262771
1770,152843.711623635
1771,117012.782583066
1772,127721.357838443
1773,128443.845124769
1774,135118.891818227
1775,144274.252595409
1776,130038.992002962
1777,117808.383837434
1778,140330.362930684
1779,113670.954597307
1780,170488.250712211
1781,129096.088132143
1782,87343.1106726633
1783,148085.011859251
1784,113784.557708569
1785,123239.652280967
1786,137445.951651265
1787,157890.45893323
1788,66929.983683231
1789,96858.0837780923
1790,80740.6684533786
1791,181440.829914258
1792,157506.828645609
1793,131836.631195462
1794,149170.591688418
1795,136283.350553589
1796,112262.672388188
1797,123997.076675175
1798,124142.782674813
1799,115197.866578233
1800,120833.376946379
1801,132916.325189942
1802,127031.716464009
1803,144636.723540179
1804,142888.031791985
1805,137896.222552149
1806,123968.958315022
1807,137977.993516039
1808,117056.029794185
1809,120501.781134079
1810,143976.864357594
1811,100493.002090347
1812,94199.3363750992
1813,117608.753618826
1814,90805.8799774099
1815,66894.0912080645
1816,103847.744372141
1817,102150.549371561
1818,146818.72379241
1819,118426.556428908
1820,65706.3382811846
1821,108768.779417532
1822,158142.749981125
1823,57027.8498492327
1824,128657.921567481
1825,123596.600302723
1826,102258.775525131
1827,102207.776425974
1828,125525.793722716
1829,120173.278219414
1830,142835.281554331
1831,154440.970790086
1832,89296.438366399
1833,139706.209773692
1834,117178.996824607
1835,123700.47823618
1836,119830.557861343
1837,96391.7375177179
1838,128270.852268931
1839,108415.997310499
1840,156479.083545962
1841,149230.862556995
1842,84311.9647987344
1843,133415.256215146
1844,135545.874102718
1845,136840.50786125
1846,151567.992098667
1847,152793.543440066
1848,60335.9397176351
1849,111222.506863558
1850,113593.996963678
1851,158119.918094941
1852,121848.501163841
1853,126050.510334015
1854,171068.127964719
1855,154424.546280796
1856,228332.299550825
1857,161984.844505362
1858,143749.348784307
1859,111437.590888169
1860,150159.524418961
1861,110843.205018132
1862,257579.644645931
1863,246242.96872036
1864,246304.693890799
1865,361453.014314065
1866,322730.522182336
1867,228046.984156273
1868,294601.431196364
1869,204626.275461211
1870,240038.418559618
1871,247030.039235444
1872,169958.611819545
1873,248396.663430937
1874,146892.406697742
1875,203591.86298495
1876,196941.459943141
1877,216684.2755666
1878,202710.490037313
1879,135096.296615474
1880,130552.850593645
1881,256987.608574548
1882,253428.270372002
1883,188345.540748189
1884,205825.700077341
1885,245229.821013051
1886,279952.080023547
1887,209539.433256165
1888,265483.056758124
1889,174984.840811691
1890,129725.869814285
1891,125610.873674179
1892,91723.1369340779
1893,135034.816178877
1894,135186.56483344
1895,134968.368636229
1896,128633.843370375
1897,115668.971069086
1898,111391.247214343
1899,164664.304347214
1900,159567.203742573
1901,159602.564780323
1902,150431.02876398
1903,212662.454752569
1904,141771.885312849
1905,179026.146999204
1906,165720.773966194
1907,186532.153531516
1908,106177.628876
1909,124029.470310747
1910,117954.257629218
1911,207869.649424837
1912,310162.457413106
1913,147895.440538161
1914,76453.9662364852
1915,306028.219108745
1916,76814.8491053291
1917,247842.100379
1918,141246.44007522
1919,177008.012608033
1920,160935.831844243
1921,389778.665305149
1922,329806.654810352
1923,235709.466514306
1924,221192.198417293
1925,203355.097428261
1926,418580.63001288
1927,137783.51801766
1928,152174.190532334
1929,131349.151195194
1930,128518.529653429
1931,140652.541485989
1932,150526.851092554
1933,184331.301272319
1934,182320.711594533
1935,183681.928932012
1936,197811.458694435
1937,184008.330297959
1938,175206.077265686
1939,255974.790671426
1940,184692.172365083
1941,170553.142805302
1942,199592.583363146
1943,197249.985162567
1944,336154.332910206
1945,410748.514017925
1946,153833.238207841
1947,336595.589058901
1948,177645.727242697
1949,254713.347824267
1950,187156.655840612
1951,246278.431419174
1952,214943.627568151
1953,165500.311373793
1954,190954.760277807
1955,146477.995760015
1956,328963.069032341
1957,148252.517998653
1958,311143.467780545
1959,147995.696108422
1960,115242.735597409
1961,121914.773620276
1962,95615.0031021722
1963,106019.88769641
1964,107537.13292208
1965,144631.563828422
1966,131901.070139652
1967,302645.127796215
1968,354945.778414546
1969,385292.968620823
1970,405168.533604673
1971,463433.497898644
1972,404778.717590914
1973,267049.30862788
1974,321211.254810391
1975,457899.375399244
1976,286524.251774761
1977,341006.59043058
1978,358586.84229324
1979,340019.155202635
1980,204029.469773069
1981,373560.767163706
1982,231509.336694132
1983,207524.53466805
1984,164799.066690684
1985,230023.691004901
1986,214290.206028281
1987,176517.309052299
1988,173537.076573132
1989,195586.921040025
1990,212213.294854654
1991,226493.888054299
1992,217756.485547003
1993,165667.302262387
1994,235833.984774092
1995,184836.692567509
1996,238739.866310549
1997,304066.502298287
1998,331342.064818458
1999,238678.007595155
2000,316030.150999031
2001,258985.631013942
2002,250397.909213123
2003,276360.887137067
2004,304151.753261892
2005,225021.550055563
2006,216406.135045451
2007,257816.095268343
2008,218886.678369633
2009,197901.162999376
2010,195129.114848604
2011,139530.096405715
2012,169807.619592894
2013,181216.765156605
2014,188412.315755547
2015,204757.31410432
2016,196857.447689149
2017,193748.829949827
2018,130890.022137552
2019,130142.638184799
2020,102615.92190627
2021,102882.886635713
2022,191681.756995738
2023,134742.85642534
2024,260983.507525742
2025,349796.614824658
2026,181701.873347445
2027,161196.327221167
2028,150210.309251648
2029,165618.400778023
2030,279031.312478813
2031,235836.105033398
2032,240722.43610437
2033,254709.816581648
2034,160355.83570563
2035,224139.098638468
2036,191759.786083573
2037,197592.566773628
2038,279822.795328902
2039,237196.890324615
2040,283632.457265425
2041,243217.003369482
2042,204384.222921301
2043,177018.599478963
2044,164368.180918397
2045,195058.775515752
2046,141082.47132794
2047,151244.4895601
2048,136724.85695647
2049,135183.686668465
2050,181600.792504636
2051,103698.793807938
2052,122654.39996233
2053,147086.661000267
2054,91834.2251069101
2055,157673.547930233
2056,143212.009294317
2057,112314.143758965
2058,214565.668914407
2059,128000.59998282
2060,174858.267243326
2061,165473.53402141
2062,132130.444484113
2063,119742.957973935
2064,138322.47865487
2065,117406.050681077
2066,160287.662658505
2067,128964.229757215
2068,133190.797245456
2069,84833.5296180911
2070,115274.335787093
2071,96642.6821061786
2072,129597.997267658
2073,134503.999031258
2074,187445.543385671
2075,141599.140926245
2076,118726.741019942
2077,152966.419099723
2078,121830.636879564
2079,131101.265410763
2080,122477.731871134
2081,126783.969878479
2082,134666.385098068
2083,143596.533964389
2084,109767.814049543
2085,116790.304661533
2086,118743.400966162
2087,121508.772059932
2088,87919.010425765
2089,76836.0402384329
2090,128617.890364354
2091,106782.286786918
2092,127662.015144032
2093,111307.296837629
2094,106487.893555451
2095,137969.304791394
2096,81267.5184832475
2097,101426.059335259
2098,149147.422572757
2099,63486.7244376631
2100,88610.5858877986
2101,105604.923825075
2102,132496.853358269
2103,99179.4109070929
2104,141389.20652832
2105,123293.360966916
2106,65782.4411479002
2107,196785.648006888
2108,114807.956256703
2109,105353.253147172
2110,126438.996791397
2111,137363.300758953
2112,133896.706469557
2113,117241.890243279
2114,127152.507396265
2115,162040.120517126
2116,115264.922352057
2117,136657.335715565
2118,119946.159132644
2119,119764.868700961
2120,119356.297359438
2121,92045.1406106627
2122,132284.644346868
2123,93665.3365773244
2124,153020.327528338
2125,118925.381378047
2126,140394.706430648
2127,161156.01384702
2128,136826.358758685
2129,89756.9940338231
2130,143413.010423917
2131,140864.709504277
2132,110875.187769884
2133,118888.113680165
2134,118533.299354996
2135,87700.7364895802
2136,82760.23802372
2137,116064.979548955
2138,139183.342165257
2139,150080.14437633
2140,140339.68706181
2141,147213.398106779
2142,129082.406589079
2143,157284.882095725
2144,116591.128109924
2145,138882.116552281
2146,166151.356986391
2147,136112.191409203
2148,141727.702713112
2149,147263.930804758
2150,228218.468409426
2151,106012.084368873
2152,163208.831943278
2153,180915.854549622
2154,105261.081010548
2155,149922.966173053
2156,261178.417093535
2157,220375.150501169
2158,218471.300938903
2159,199742.642919253
2160,173495.295714808
2161,242835.272032314
2162,370640.433229224
2163,345907.871373458
2164,245627.189074669
2165,201041.12668346
2166,154922.800900232
2167,213078.044914382
2168,209872.086368264
2169,197278.372557903
2170,219729.444774189
2171,148886.364646434
2172,131419.51577586
2173,160461.077766472
2174,229884.499597921
2175,296865.856306811
2176,309621.946808886
2177,234247.949614582
2178,206250.066765541
2179,139600.567323077
2180,234689.261558311
2181,188102.401638805
2182,224826.497321475
2183,186067.384041746
2184,120138.390195308
2185,119193.452976984
2186,148442.801310865
2187,146815.002705401
2188,159676.213704412
2189,204006.059741096
2190,79806.0199260191
2191,78889.6444890662
2192,86899.9103230248
2193,103989.399036442
2194,116048.996779106
2195,107645.426706455
2196,99839.3520857504
2197,120213.559999128
2198,155841.043896504
2199,175020.536093142
2200,144545.407395782
2201,131818.839943766
2202,208740.999003053
2203,121207.957496507
2204,181022.183358963
2205,104994.088296662
2206,137327.127905342
2207,202173.222929078
2208,245473.139784482
2209,223664.554831602
2210,119867.775794019
2211,118119.691584004
2212,119382.130848729
2213,113816.369615638
2214,134165.108408704
2215,98993.9050952132
2216,142581.200407716
2217,68128.5548285565
2218,94995.8539171969
2219,83579.9956008087
2220,93082.1776135182
2221,308488.043922835
2222,274042.598998156
2223,299311.003880625
2224,213766.351626985
2225,145611.695183359
2226,188870.398191488
2227,189897.476135766
2228,277071.035770941
2229,243040.770468212
2230,148739.661064338
2231,206858.965834221
2232,178381.700975247
2233,169257.048469975
2234,235403.499539412
2235,216767.959549618
2236,262932.470271649
2237,316003.287342607
2238,210621.351444921
2239,114181.122462549
2240,158312.216734889
2241,156806.410023395
2242,123755.948268587
2243,123788.983530497
2244,100424.672903119
2245,93737.2788219336
2246,148646.787521478
2247,118395.250636998
2248,123018.098697152
2249,126350.137316415
2250,138239.217946028
2251,117601.552173099
2252,181464.926196396
2253,141060.938614029
2254,172560.855716499
2255,189086.283292383
2256,178424.266645222
2257,213174.305600701
2258,159860.301153099
2259,174825.07050984
2260,163011.371033392
2261,175446.276821532
2262,206146.646506107
2263,369882.100290776
2264,399297.558963832
2265,176236.590150272
2266,318542.846668246
2267,369610.747518231
2268,434513.594154452
2269,150551.29217537
2270,198071.467696487
2271,227845.342875931
2272,192878.103824114
2273,170173.893467686
2274,185536.098579773
2275,161137.703704536
2276,192495.57646353
2277,187506.01533738
2278,156040.603663859
2279,131309.724834549
2280,126204.244444849
2281,171265.497568855
2282,192453.249257357
2283,108757.46120039
2284,109945.317676009
2285,139321.212045
2286,126828.595260426
2287,370026.913718347
2288,283831.126199319
2289,377936.496269829
2290,462916.590224473
2291,317595.438002791
2292,420989.626345839
2293,462487.655677734
2294,406739.344688665
2295,497346.870437559
2296,264542.648566539
2297,326676.708598965
2298,357139.487938625
2299,358520.825855035
2300,333823.479759845
2301,307930.481567881
2302,260426.323520895
2303,238266.240856
2304,252232.163350392
2305,198176.203308067
2306,195133.20134895
2307,202682.313143537
2308,223026.21961992
2309,287458.86422255
2310,214620.989224758
2311,199473.156551928
2312,168751.532987979
2313,171506.28815831
2314,170209.817163256
2315,170516.952655241
2316,188390.896920274
2317,201509.582410256
2318,173096.114971182
2319,177996.51248188
2320,182088.761422993
2321,240681.26543609
2322,182183.358066493
2323,188006.033735447
2324,170080.485567182
2325,215558.583512851
2326,167554.599344066
2327,209241.396866901
2328,223465.835173002
2329,191563.918658837
2330,183382.428084792
2331,362109.948543596
2332,409672.738184232
2333,307552.82685543
2334,261736.962384758
2335,261931.452206939
2336,306021.647842429
2337,202229.306534502
2338,276651.105386111
2339,216654.004635161
2340,439352.952420197
2341,213177.955619279
2342,232290.336218051
2343,233598.011675468
2344,222685.412830283
2345,240646.307140622
2346,207764.610930002
2347,200949.53474649
2348,242840.533963776
2349,178961.727699805
2350,302734.413298472
2351,264807.857991939
2352,267234.924955402
2353,283493.098619842
2354,132590.223628297
2355,137810.362905577
2356,151658.597226439
2357,187455.199812883
2358,197323.272300043
2359,140939.494243633
2360,113531.070410436
2361,146075.108772453
2362,287293.561874571
2363,134937.888838342
2364,163281.379619765
2365,230880.183651673
2366,183323.832686756
2367,218814.580051018
2368,214122.022085269
2369,216296.635890088
2370,168289.088903778
2371,167240.049621137
2372,182775.232410333
2373,264798.409713269
2374,300109.434008827
2375,263669.244566073
2376,271979.257753991
2377,359090.202881532
2378,143411.908863972
2379,201400.744019182
2380,146555.300877778
2381,165140.474009852
2382,197021.697155069
2383,211966.452767038
2384,267724.634412687
2385,160441.388860274
2386,126658.317302339
2387,132983.119292599
2388,102623.256866023
2389,116175.269586424
2390,141680.661710929
2391,136777.981633336
2392,115084.107808768
2393,163703.563515091
2394,131376.488466918
2395,212325.505736061
2396,146785.807254853
2397,215412.580709867
2398,133282.541758596
2399,68997.1045417578
2400,71419.5198630663
2401,123344.301245489
2402,136432.905277181
2403,134633.611918401
2404,147906.665466349
2405,153897.23514668
2406,143045.289286754
2407,131201.982615482
2408,147530.882137817
2409,121654.250460464
2410,171098.049274619
2411,111839.891761372
2412,156364.910159033
2413,132799.977133295
2414,135644.844866767
2415,122670.527090931
2416,126106.258023612
2417,139822.386180699
2418,138196.729209302
2419,131754.349866032
2420,125786.075239969
2421,149836.322210352
2422,116456.944982574
2423,113211.323991117
2424,155188.382798902
2425,231477.956114606
2426,144759.904233568
2427,127187.62784049
2428,167641.350659145
2429,117618.203122749
2430,130846.93717421
2431,109026.470307089
2432,148156.604343926
2433,144253.507702764
2434,139070.370955042
2435,152958.351901419
2436,113293.4116427
2437,110845.302050559
2438,123305.919160343
2439,99713.4787083489
2440,118255.411535948
2441,91595.4837166148
2442,94387.1101979658
2443,131688.326341666
2444,134983.884560769
2445,88180.046176794
2446,149783.588747037
2447,171816.152936014
2448,132040.348145653
2449,115847.886534946
2450,146074.726026658
2451,114198.014893265
2452,199821.979810378
2453,90969.541324732
2454,129839.156972651
2455,120319.573971645
2456,125152.266720249
2457,130236.932472129
2458,134072.35399472
2459,120324.415805639
2460,127541.120527014
2461,132915.076127815
2462,135417.111633832
2463,120928.323519633
2464,183367.421311252
2465,133453.041758629
2466,109193.873917704
2467,120160.946234537
2468,83179.7555489325
2469,76557.9763809029
2470,175676.476873903
2471,193317.943274368
2472,159443.036762453
2473,106424.781022875
2474,78129.1610602042
2475,225576.901537878
2476,106784.273667028
2477,125366.427276661
2478,159765.767070056
2479,105137.012186977
2480,156792.705799755
2481,131528.37819835
2482,126559.568448148
2483,112423.472920316
2484,122616.675091769
2485,131010.498294411
2486,148918.132167182
2487,174729.802754543
2488,169483.284078019
2489,154396.414533959
2490,160926.285767208
2491,103053.521905071
2492,183822.096818213
2493,138780.96794427
2494,147708.734524494
2495,92559.2101811747
2496,240186.233573316
2497,154177.282787178
2498,98781.6465220352
2499,91376.4490116606
2500,128404.908895763
2501,137214.987495571
2502,146517.530268153
2503,98210.0631893254
2504,169615.513080295
2505,215621.01089085
2506,259214.993191534
2507,296208.469761729
2508,259690.680113085
2509,214010.080134401
2510,208866.770565383
2511,174665.603921772
2512,202448.139771718
2513,219985.15934424
2514,270901.788161783
2515,148928.04792745
2516,173919.58384019
2517,145573.395176372
2518,149576.975964007
2519,225054.941942216
2520,206082.116354945
2521,181412.943231854
2522,223569.748985723
2523,117569.698292392
2524,127364.795927513
2525,149155.081131606
2526,135016.300857002
2527,121945.196992178
2528,123346.059178043
2529,131380.009544426
2530,124212.099740382
2531,241707.901590555
2532,226410.44614636
2533,193717.827069774
2534,214820.345648515
2535,293694.259202997
2536,234355.341423693
2537,243178.892143144
2538,172413.498851457
2539,187844.627491735
2540,175691.198082924
2541,173606.399655341
2542,159081.430179938
2543,122404.46833682
2544,121398.764632205
2545,125930.584107122
2546,125672.002417992
2547,139130.667641349
2548,157559.403949227
2549,168684.618807979
2550,182923.638249891
2551,130922.9457461
2552,128369.05281363
2553,75808.3533728649
2554,102509.733089897
2555,120687.749244377
2556,100168.216337824
2557,101851.468762
2558,174687.111133894
2559,132031.732292179
2560,140434.798394442
2561,146303.969587006
2562,131890.978683595
2563,157656.347282022
2564,192568.621081197
2565,132014.443916397
2566,163675.168056287
2567,132633.212410138
2568,187033.378225478
2569,221327.593800479
2570,119001.201423906
2571,187189.609708852
2572,142010.874915351
2573,217100.485898363
2574,273771.115484004
2575,134311.475034008
2576,117022.62141017
2577,139229.197345068
2578,91326.7772218062
2579,78037.4549338964
2580,115210.29854976
2581,140388.239129179
2582,127959.72203418
2583,282806.013179169
2584,175774.884030442
2585,193002.134307927
2586,219393.77381491
2587,200021.199469205
2588,130664.126913492
2589,155990.785052338
2590,200569.514957453
